,職稱,公司名稱,縣市,鄉鎮,路名,工作時間,最高需求人數(數字),最高月薪(數字),更新年份,更新月份,更新日,要求年資（數字）,最低學歷要求
551,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
552,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
553,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
554,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
555,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
556,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
557,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
558,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
559,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
560,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
561,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
562,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
563,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
564,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
565,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
566,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
567,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
568,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
569,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,10,2年以上,大學
570,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
571,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
572,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
573,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
574,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
575,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
576,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
577,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
578,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
579,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
580,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
581,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
582,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
583,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
584,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
585,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
586,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
587,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
588,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
589,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
590,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
591,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
592,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
593,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
594,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
595,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
596,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
597,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
598,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
599,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
600,行銷企劃,種子娛樂製作股份有限公司,台北市,內湖區,洲子街12號3樓,日班,1至2 人,"32,000",2019,06,20,1年以上,專科
601,通路行銷企劃人員,義美食品股份有限公司,台北市,大安區,,日班,1至2 人,"38,000",2019,07,10,不拘,碩士
602,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
603,行銷企劃,極限電競股份有限公司,台北市,內湖區,瑞光路513巷22弄5號8樓之1,日班,2至5 人,"40,000",2019,07,09,不拘,不拘
604,行銷企劃,Le Ruban patisserie_法朋有限公司,台北市,大安區,仁愛路四段122巷24號,日班,1 人,,2019,07,09,不拘,專科
605,行銷企劃專員,富堡工業股份有限公司,台北市,中正區,忠孝東路2段130號2樓之3,日班，0830-1730,1至2 人,"40,000",2019,07,09,1年以上,碩士
606,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
607,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
608,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
609,行銷企劃,ㄇㄚˊ幾兔主題餐廳_淶洢國際餐飲事業有限公司,新北市,新莊區,瓊林南路33-8號,日班,1至2 人,,2019,06,14,4年以上,不拘
610,行銷企劃,月芽精緻養生月子餐_月芽餐飲有限公司,新北市,林口區,文化三路二段238號,日班，09:00-18:00,1 人,,2019,07,09,不拘,專科
611,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
612,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
613,行銷企劃,小萌科技有限公司,台北市,大安區,市民大道三段,日班，9:00-18:00,1 人,,2019,07,03,2年以上,專科
614,行銷企劃,群創管理顧問有限公司,台北市,中正區,和平西路1段88號4樓,日班，08:50~18:00,1至2 人,"37,000",2019,07,10,1年以上,大學
615,資深行銷企劃,達摩媒體股份有限公司,台北市,松山區,南京東路4段126號11樓之1,日班，09:00~18:30,1至2 人,"50,000",2019,07,04,2年以上,大學
616,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
617,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
618,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
619,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
620,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
621,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
622,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
623,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
624,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
625,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
626,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
627,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
628,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
629,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
630,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
631,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
632,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
633,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
634,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
635,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
636,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
637,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
638,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
639,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
640,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
641,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
642,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
643,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
644,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
645,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
646,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
647,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
648,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
649,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,10,2年以上,大學
650,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
651,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
652,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
653,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
654,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
655,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
656,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
657,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
658,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
659,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
660,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
661,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
662,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
663,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
664,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
665,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
666,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
667,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
668,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
669,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
670,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
671,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
672,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
673,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
674,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
675,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
676,品牌行銷企劃,敦樸企業股份有限公司,新北市,中和區,建康路8號12樓,日班,1 人,,2019,07,08,3年以上,專科
677,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
678,行銷企劃人員,社團法人台灣彩虹愛家生命教育協會,新北市,新莊區,中正路708號7樓,日班,1 人,"35,000",2019,07,02,1年以上,專科
679,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
680,行銷企劃,種子娛樂製作股份有限公司,台北市,內湖區,洲子街12號3樓,日班,1至2 人,"32,000",2019,06,20,1年以上,專科
681,通路行銷企劃人員,義美食品股份有限公司,台北市,大安區,,日班,1至2 人,"38,000",2019,07,10,不拘,碩士
682,行銷企劃,模法雲端行銷股份有限公司,桃園市,桃園區,桃園市桃園區莊敬路一段211號2樓,日班,1 人,"35,000",2019,07,03,不拘,專科
683,行銷企劃,極限電競股份有限公司,台北市,內湖區,瑞光路513巷22弄5號8樓之1,日班,2至5 人,"40,000",2019,07,09,不拘,不拘
684,行銷企劃,Le Ruban patisserie_法朋有限公司,台北市,大安區,仁愛路四段122巷24號,日班,1 人,,2019,07,09,不拘,專科
685,行銷企劃專員,富堡工業股份有限公司,台北市,中正區,忠孝東路2段130號2樓之3,日班，0830-1730,1至2 人,"40,000",2019,07,09,1年以上,碩士
686,行銷企劃,旅奇廣告有限公司,台北市,信義區,基隆路一段159號4樓,日班，09:30-18:30,1至2 人,,2019,07,08,3年以上,專科
687,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
688,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
689,行銷企劃,ㄇㄚˊ幾兔主題餐廳_淶洢國際餐飲事業有限公司,新北市,新莊區,瓊林南路33-8號,日班,1至2 人,,2019,06,14,4年以上,不拘
690,行銷企劃,月芽精緻養生月子餐_月芽餐飲有限公司,新北市,林口區,文化三路二段238號,日班，09:00-18:00,1 人,,2019,07,09,不拘,專科
691,行銷企劃,威煦軟體開發有限公司,台北市,信義區,忠孝東路五段508號4樓-1,日班,2至4 人,"40,000",2019,06,05,不拘,專科
692,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
693,行銷企劃,小萌科技有限公司,台北市,大安區,市民大道三段,日班，9:00-18:00,1 人,,2019,07,03,2年以上,專科
694,行銷企劃,群創管理顧問有限公司,台北市,中正區,和平西路1段88號4樓,日班，08:50~18:00,1至2 人,"37,000",2019,07,10,1年以上,大學
695,資深行銷企劃,達摩媒體股份有限公司,台北市,松山區,南京東路4段126號11樓之1,日班，09:00~18:30,1至2 人,"50,000",2019,07,04,2年以上,大學
696,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
697,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
698,行銷企劃,精準國際開發有限公司,新北市,中和區,中正路965號6樓,日班，08:30~18:00,1 人,"45,000",2019,06,26,不拘,專科
699,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
700,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
701,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
702,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
703,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
704,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
705,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
706,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
707,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
708,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
709,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,10,2年以上,大學
710,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
711,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
712,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
713,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
714,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
715,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
716,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
717,行銷企劃,鮮湧企業股份有限公司,新北市,三重區,中興北街136巷18弄18號6樓,日班，9:00-18:00,1 人,"40,000",2019,07,02,不拘,專科
718,行銷企劃,合晶國際有限公司,新北市,新莊區,新北大道三段7號15樓之8,日班,1 人,"60,000",2019,07,05,不拘,大學
719,行銷企劃,奧格股份有限公司,台北市,萬華區,中華路一段78號9樓之2,日班，09:00~18:00,1 人,"32,000",2019,07,10,1年以上,大學
720,行銷企劃,華友旅行社有限公司,台北市,大安區,敦化南路二段76號8樓,日班，09:00~18:00,1 人,"39,000",2019,07,10,1年以上,專科
721,行銷企劃,羊舍鮮羊乳_健豪農產品商行,彰化縣,彰化市,河濱路475號,日班,1 人,"40,000",2019,07,06,2年以上,大學
722,行銷企劃,吉品養生股份有限公司,台北市,大安區,忠孝東路4段212號10樓,日班,不限,"40,000",2019,06,20,2年以上,專科
723,行銷企劃,合緣環球股份有限公司,台北市,松山區,復興北路99號10樓,日班,1 人,"43,000",2019,07,08,2年以上,專科
724,行銷企劃,富士康廣告有限公司,高雄市,左營區,富國路185號14樓,日班,1至2 人,"40,000",2019,01,31,不拘,不拘
725,行銷企劃,博泰醫療器材股份有限公司,台北市,內湖區,洲子街62號5樓,日班,1 人,"40,000",2019,07,04,3年以上,專科
726,行銷企劃,社團法人中華安得烈慈善協會,新北市,新莊區,五工路99之2號5樓(新北產業園區),日班，8:30-18:00,1 人,"39,000",2019,07,09,1年以上,專科
727,行銷企劃,台灣而至股份有限公司,新北市,中和區,建一路176號16樓,日班,1 人,"50,000",2019,07,04,不拘,專科
728,行銷企劃,捷格科技股份有限公司,新北市,板橋區,遠東路3號7樓C室(台北遠東通訊園區TPKA研發大樓),日班,1 人,,2019,07,09,2年以上,專科
729,行銷企劃,億元資本股份有限公司,台北市,信義區,基隆路2段39巷22號,日班，9:30~18:30,1至2 人,"45,000",2019,07,10,2年以上,大學
730,行銷企劃,遊戲大麥股份有限公司,台北市,大同區,長安西路150號,日班,1 人,"35,000",2019,07,05,不拘,專科
731,行銷企劃,忠欣股份有限公司,台北市,大安區,復興南路二段45號2樓,日班，9:00-18:00,1至2 人,"40,000",2019,07,10,2年以上,大學
732,行銷企劃,海納川數位科技有限公司,新北市,新莊區,新北大道三段7號14樓之1,日班,1至3 人,"50,000",2019,07,10,1年以上,不拘
733,行銷企劃助理/行銷企劃專員,君達育樂事業股份有限公司,台北市,松山區,南京東路3段259號12樓,日班,1 人,"40,000",2019,07,08,5年以上,專科
734,行銷企劃,卡特島有限公司,台中市,太平區,中和街266號,日班,1 人,"35,000",2019,07,09,1年以上,專科
735,影音行銷企劃,財團法人環宇國際文化教育基金會,台北市,大安區,羅斯福路三段245號9樓之2,日班，09:00-18:00,1 人,"38,000",2019,07,10,2年以上,專科
736,行銷企劃,樹碼系統家具 藝田空間設計_澳大企業有限公司,桃園市,中壢區,內定八街435號,日班,1至2 人,,2019,07,09,2年以上,高中
